Id,Proficiency,Text
es046CVETF_1,A2,"Olá amigos! Como estão?

Escrevo-os para lembra-os (se alguém esqueceu-se) que o próximo sábado é o meu aniversário e, como costumo fazer todos os anos, vou organizar uma festa na minha casa. Começará às 9 da noite e eu prepararei a comida para jantar todos juntos em casa. Vocês podem trazer algumas bebidas, está bem? Ficaremos até  tarde, mas depois podemos ir ao Bairro Alto para continuar a festa.

Até ao sábado!"
zh048CAATF1_2,B2,"A acção dos Governos nacionais no combate contra a SIDA

Hoje em dia, a SIDA é considerada uma das doenças mais horríveis em todo o mundo. Apesar de o número de mortes relaccionado com a SIDA ter caído por causa do aparecimento do tratamento, o número de novo casos de SIDA tem aumentado consideravelmente. Sem dúvida, os Governos nacionais têm de tratar do problema desta doença.

A SIDA tem diferentes meios de se transmitir, por isso é muito difícil prevenir isso. Especialmente, transmite-se na acção sexual. Neste caso, muitos governos nacionais já promovem o uso dos preservativos. Eles querem dar esta ideia de qualquer maneira. Em alguns países, podem ver umas caixas automáticas de preservativos. Com o objectivo de pôr a ideia em prática, os preservativos são distribuídos gratuitamente, em especial, para jovens. Os governos não podem permitir a liberdade sexual, no entanto, o que eles estão a fazer é para recomendar. [Fig1]

Apesar disso, muitas vezes, vêem-se as publicidades sobre a SIDA e os programas documentários são muito impressionantes com as imagens horríveis. As organizações nacionais convidam sempre umas estrelas ou umas pessoas famosas para a publicidade porque têm mais influência: O mais importante é deixar o povo dar mais atenção à doença e saber as maneiras de protegê-los próprios.

Ao falar das pessoas que já foram atingidas pela SIDA, os governos acham que é melhor oferecer o tratamento gratuito para elas. Embora a doença pareça difícil de curar, o avanço da medicina pode prolongar a vida dos doentes. Actualmente, a maior parte dos doentes são bastante pobres, por exemplo os da África. Diz-se que nunca perdem a esperança em qualquer lugar.

Quando os governos se esforçam para salvar todo o mundo, muitos serviços de saúde e de assistência social já participaram na luta contra a SIDA. Tudo o que fazem é para melhorar a situação e ninguém deve perder oportunidades. Encarando a doença, a coisa mais importante é a confiança."
es061CAMTI_1,B1,"A frase para definir o tópico seria ""Lisboa respira Amor em todos os seus cantos"" (cantinhos)

Acho que Lisboa é uma cidade muito romântica. O clima é cálido, o oceano não permite que as temperaturas sejam baixas.

Eu gostaria de tirar fotos na praça do Príncipe Real, tomando um café e comendo um pastel de nata. O dia tem que ser luminoso. A luz de Lisboa é especial, única; penetra entre as folhas das árvores e faz sombras. Eu vestiria um vestido de seda verde e umas sandálias. Eu estaria na janela do meu quarto regando as flores.

Um menino que estava passeando olhou para mim. Ele começou a gritar, mas eu não percebiu nada.. Ele decidiu pedir o amplificar de voz a um polícia da rua para gritar

""Menina da janela, queres tomar um café comigo"".

A foto seria tirada quando estivéramos tomando café no quiosque do Príncipe Real."
de027CVITF_1,A1,"Eu: Olá, MM. Tudo bem?

MM: Sim, todo bem.

Eu: O MM faz anos no próximo sábado. Queres vir?

MM: Sim, a que horas começa?

Eu: Começa às nove horas do noite.

MM: Onde está a festa?

Eu: Está a casa dele. Apanha o metro para PP. Quando chega a lá, telefona a mim. Eu vou buscar a ti.

MM : Tudo bem. Obrigada.

Eu : Até sábado.

MM: Tchau."
zh020CAETF,A2,"Querida FF:

Como está? Por aqui estou bem.

Eu estou em Lisboa já há cinco meses. Estou a aprender português de 2º a 5º feira das 8h00 às 12h00 na Universidade de Lisboa. A minha professora é muito bonita e simpática. Eu e os meus colegas gostamos de conversar com ela.

Eu vivo num quarto sozinha. O meu quarto é grande. Ao fim-de-semana, cozinho o jantar para os meus amigos chineses e comeram no meu quarto. No feriado, eu vou para Sintra, à Torre de Belém e ao Porto, etc. No próximo feriado, nós vamos visitar estes locais bonitas.

Amo-te.

beijinhos.

26 de Janeiro de 2011, Lisboa

FFLL"
en020CAATF_2,B2,"D. Pedro e D. Inês de Castro eram amantes proibidos. Tiveram filhos e queriam estar juntos, mas o pai de D. Pedro (D. Afonso IV) não permitiu que eles se casassem (ainda depois do morte da mulher do D. Pedro). Quando D. Pedro estava fora a caçar, D. Afonso IV mandou matar D. Inês. D. Pedro fez uma cerimónia para ela ser ""Rainha depois de morte"" e eles são enterrados juntos em Alcobaça. É uma tragédia romântica para Portugal, como ""Romeu e Julieta"" em Inglaterra."
en020CVETD,A2,"Se faz favor, eu queria este bife mal passado, mas este está bem passado. E eu  queria uma salada em vez destas batatas fritas. Pode trocar, isto por favor?

- Bom dia.

- Bom dia.

- Estou a telefonar sobre  o quarto na PP. Qual é o preço deste quarto?

- 175€ por mês.

- É perto do Modelo? 

- Não. Fica mais perto da escola primária e da piscina.

- Então, tem muitos transportes?

- Sim. Tem uma paragem à Lisboa.

- Posso usar todos os electrodomésticos?

- Sim, mas não tem secador.

- Obrigada. Vou liga outra vez na segunda."
zh012CVETD,A2,"- Olhe, eu queria um bife mal passado com arroz e salada. Mas o senhor trouxe um bife bem passado com batatas fritas e arroz.

- Peço imenso desculpa. Mas um bife bem passado é mais saboroso e faz bem à sua saúde.

- Tens razão. Mas não quero um bife bem passado. Vou falar com o gerente imediatamente."
ru004CVMTD,B1,"Querido Nuno,

Tenho muitas saudades tuas. Estou a passar férias na praia com a minha família. Está muito calor agora, porque estamos na praia todos os dias. A praia é bonita e muita gente chega aqui para férias. Tem grande espaço da areia. Mais longe da praia são as rochas onde vamos caminhar amanhã. confuso O céu está sempre limpo e é preciso ter cuidado com o sol. Quase todos os dias podemos nadar. Eu não sei nadar bem, mas gosto da água fria. Realmente faz bem neste tempo. Perto da praia há uma cidade pequena, aonde vamos jantar. Tem bons restaurantes que servem peixe. As noites aqui são agradáveis. Não há barulho, o ar está fresco e o cheiro do mar é maravilhoso. Gosto imenso de passar férias neste lugar. Só tenho saudades dos meus amigos.

Adeus, muitos beijinhos,

Joana."
es025CVETI,A2,"Cara FF:

Tudo bem? Eu estou muito contente em Lisboa. As últimas semanas estão a correr fantásticas. Gosto muita das classes de língua portuguesa na faculdade, estou a aprender gramática e a conhecer novas palavras... Eu moro vivo num apartamento pequenino no centro; perto do PP. Nos últimos dias tenho ido a Sintra e a conhecer algumas praias; muito giras. Também tenho visto o Castelo São Jorge; o bairro de Belém e os Jerónimos. A cozinha portuguesa é excelente, tenho comido pratos diferentes e doces muito bons. Esquecia dizer-te que tenho conhecido colegas estrangeiros muito engraçados, são de muitas nacionalidades. É um prazer desfrutar os cafés, os parques, as ruas, Lisboa tem uma luz especial. Acho que já pronto andarei a Espanha. Que pena! Passo muito rápido!!

Até já!

Beijinhos."
en070CVETI,A2,"Eu gosto de descansar muito mais. Por isso, gosto muito de tempos livres. Durante o tempo livre eu gosto de ver televisão, ler um livro ou dormir. Também gosto de fazer actividades como ouvir música e dançar. Quando estava na Índia, gostava muito de viajar na minha bicicleta. Passeava com os meus amigos, íamos à praia ou aos supermercados ou às lojas para fazer compras. Gosto muito de fazer compras. Às vezes, se não tenho nada para fazer, organizo festas para os meus amigos ou saio para jantar. Quando fico aborrecida, telefono a alguns amigos e falo por muito tempo. Eu também sou uma pessoa que gosta muito de aventuras. Às vezes, de fazer jogos aquáticos como 'Jetsking', 'Kyaking', etc. Às vezes, eu faço fotografia de natureza ou dos meus amigos e também da minha gata. Aqui, em Portugal sempre faço compras nos meus tempos livres."
ja025CAETF,A2,"(a) No meu país, é comum pagarmos em dinheiro e com cartão de crédito, quando comprarmos alguma coisa. Sobretudo, costumamos usar o cartão de crédito para comprarmo-nos caras, Por exemplo, algumas máquina e, carro e electrodomésticos.

Eu acho que [Fig1] japoneses costumam gastar dinheiro com transportes. Por exemplo, até um lugar longe, há muito tempo se vá de metro, por isso a maioria das pessoas pega avião, apesar de pagarem muito. Será que japoneses tem uma tendência de fazer alguma coisa [Fig1] rapidamente possível? Desde que eu cheguei aqui [Fig1] Portugal, há cerca de 4 meses , Visto às portugueses todos os dias eu penso que eles utilizam o tempo deles tranquilamente.

Por outro lado, em Japão, nós temos os hábitos de consumo tempo com tanto dinheiro."
es053CVMTI,B1,"Hoje em dia tudo o que nós vemos ao nosso redor tem alguma mensagem para consumir alguma coisa. Só no meu caminho até à faculdade tenho visto imensas coisas para poder comprar, e embora não estejas a acreditar em nada do que lês, ou vejas, mas fica sempre alguma coisa na tua cabeça para quando fôssemos ao supermercado.

Sempre que temos de comprar produtos de que precisamos e vamos pela loja a procurá-los os nossos olhos vão embora para olhar para outras coisas de que não temos necessidade delas,  mas que são muito bonitas, e, além disso, diz-se que ""Sabe bem pagar tão pouco"" então pegamo-lo e ficamos muito contentes por ter gasto dinheiro e guardamos isso sem saber bem quando vamos usá-lo.

As empresas têm muito boas maneiras de nos fazer chegar ao que eles querem vender.. O segredo é criar uma necessidade que não é real, mas que se desfrutares dela por um tempinho, depois não podes continuar a viver sem ela e por mais que tentes afastá-la não é possível ficar bem.. Então faças o que fizeres vamos sempre cair nas mãos do consumismo de alguma das maneiras.

Mas, além disso, é importante que a sociedade e mais concretamente as crianças sejam protegidos e ensinados para que saibam que coisas são importantes e quais não, para que todos possam ter a oportunidade de eleger no seu dia a dia. Não obstante termos uma tarefa muito difícil, porque sempre as empresas vão diante de nós, vamos tentar."
zh132CAATF,B2,"A substituição do ""Homem"" pela ""Máquina"" num futuro, acho que vai ocorrer. Por causa dos desenvolvimentos tecnológicos, cada vez mais coisas tornam-se ""máquina"", que são mais convenientes para a vida diária. Eu sei que nos países ricos, como o Japão, já existe uma máquina pequena para ajudar as pessoas tentar problema, por exemplo, cozinhar, dividir coisa, contar, etc. Além disso, há alguns jogos de máquina. através dos jogos, podemos saber qual é a máquina melhor e onde podemos melhorar. Embora não exista a substituição do ""Homem"" pela ""Máquina"", acho que é possível ocorrer num futuro, especialmente no Japão. Se esta situação ocorrer, é melhor melhorar a nossa vida. podemos ter mais tempo para aprendermos ou fazermos as coisas que quisermos, também não precisamos de fazer alguns trabalhos que são fáceis perder vida. Além disso, na sociedade de hoje, há muitas mulheres que não queiram ter bebé, se tiver uma máquina como o homem, quando ela se torna velho, continua a ter a máquina para lhe cuidar. É uma tendência que a substituição do ""Homem"" pela ""Máquina""."
es023CVETI,A2,"As novas tecnologias são muito importantes nas nossas sociedades. Agora todas as pessoas podem falar umas com as outras, antes isso era impossível.

Temos telemóvel, televisão, rádio e Internet.

A Internet é para mim uma coisa necessária. Com a Internet tu tens a possibilidade de ler os jornais, de ouvir música e de falar com os amigos.

Eu normalmente falo com os meus amigos e com os meus pais por pela Facebook e também por pelo Skype.

Estas tecnologias são grátis, mas temos que ver e ouvir os anúncios. Para mim isto é bom porque gosto muito da publicidade. Eu andei na universidade de Madrid para estudar publicidade e no futuro gostaria de trabalhar nesse sector.

Mas também há uma coisa que não gosto das novas tecnologias, porque há pessoas que só falam pelo PC e isso não é bom para a nossa sociedade.

As novas tecnologias são uma realidade e o seu crescimento também."
fr008CAETF,A2,"Houve um tempo, no bairro típico de Paris ""Gobelins"", onde vivia uma velha bruxa, terrivelmente velha e feia, mas que teria gostado de passar a garota mais linda do mundo. Um dia, enquanto lia o jornal das bruxas, lia a seguinte notícia: ""Senhora,

você que é velha e feia vai se tornar jovem e bonita! Para isso coma uma menina com molho de tomate. Atenção! O nome desta menina deve começar com letra ""N"".""

Lá fora estava, neste mesmo bairro, uma menina chamada Nadia. Era a filha do Said que tinha a mercearia da rua Broca.

""Devo comer a Nadia"", disse a bruxa.

No mesmo dia, ela entrou na loja:

""- Olá, Sr. Said!

- O que deseja, Senhora?

- Gostaria Nadia.

- Como?

- Perdão, queria dizer uma lata de molho de tomate.

- Deseja pastas também?

- Como?

- Desculpe, eu quis dizer, já tenho pastas na minha casa!""

A bruxa foi embora com a lata de tomate. Depois de voltar para a sua casa, ele disse:

""Tenho uma ideia: amanhã vou para a rua Mouffetard e vou- me disfarçar em todos os vendedores da rua (exatamente 267).

Quando a Nadia vai fazer as compras para os pais dela, pego-a.""

O dia seguinte a Nadia, como de costume, chegou confiante numa loja de legumes para comprar feijão verde. Quando foi o momento de pagar, o vendedor agarrou-a pelo pulso, levantei-a e trancou-a na gaveta. Mas, felizmente, a Nadia tinha um irmão chamado Bashir.

Vendo que a sua irmã não retornou, disse:

""A bruxa levou-a, eu devo ir resgatá-la!""

Ele pegou a sua guitarra na mão e foi na rua Mouffetard e começou a cantar em voz alta: ""Nadia, onde estás? Nadia, onde estás?"" Quando de repente uma vozinha respondeu:

""Bashir, salva-me!! A bruxa vai-me matar!""

Não havia dúvida de que a voz veio da loja de legumes.

O Bashir saltou para a loja e tentou de abrir a gaveta, mas não conseguia. O Bashir levantou-a quando um vendedor que estava perto agarrou-o pelo pé e começou a gritar:

""Bandido, eu tenho você!""

O Bashir perdeu o equilíbrio e deixou cair a gaveta muita pesada na cabeça do vendedor.

Os 267 vendedores, ao mesmo tempo, tinham o crânio aberto com todos os miolos a sair.

Desta vez, a bruxa estava morta!

Isso não é tudo, quando a gaveta caiu, finalmente abriu e a Nadia saiu.

Ela beijou o seu irmão e agradeceu-lhe.

Muito feliz, os dois retornaram [Fig1] ver os seus pais.

Fim"
ru029CVSTI,C1,"Acho também que ética não pode existir sem moral. Elas estão sempre em conjunto. Se uma pessoa quiser viver na sociedade sem conflitos, ela deve seguir as regras da sociedade. Os pais têm de explicá-las aos filhos na infância. Claro que é muito difícil sempre ser ético, mas nós temos de tentar pensar sobre as outras pessoas e cuidar delas. É muito fácil ser egoísta, mas, neste caso, no mundo vai o caos. Somos todos diferentes. É complicado, às vezes, compreender as opiniões das outras pessoas, mas ética e moral ajudam-nos a procurar o melhor modo para comunicar com as pessoas e entendê-las. O comportamento da pessoa é também importante no trabalho. As negociações são frequentemente muito difíceis e, neste caso, nós temos de encontrar uma linguagem comum. Devemos ser cautelosos. Uma palavra má e tudo vai falhar, mas o conhecimento das regras de ética vai ajudar-nos.

A Ética desempenha também um grande papel na comunicação com os colegas estrangeiros. Cada país tem as suas próprias características e os seus modelos do comportamento. É importante conhecê-las e seguir as regras da ética durante da comunicação. Se todas as pessoas forem éticas, se calhar as relações entre as muitas países do mundo podem melhorar."
zh008CVM3TD,B1,"4 de Agosto de 2010

Nuno,

Como estás? O teu curso de língua sueca correu bem? Estou a passar férias em Portugal. Estou na Algarve e fui à à Praia de Ouro. Aluguei um apartamento em Albufeira durante um mês. Queres vir cá, e passar a férias comigo? As praias de Albufeira são lindas, apanho sol e nado nas várias praias todos os dias. Também gosto de andar de bicicleta para passear em todos os lados. Se for possível, viajamos cá, ou podemos ir a Peniche, que é uma vila de pescadores que fica a norte de Lisboa. É bom que pratiquemos surf, tomemos banho e nademos na praia, não é?

Bom, por agora é tudo.

Bjs.

Joana"
ru011CAETF,A2,"Os meus amigos FF e UU fazem anos no dia vinte de junho e gostam de celebrar junto e convidar todos os amigos para a festa ao ar livre. Normalmente a festa realiza-se num lugar tranquilo, perto do rio, em Moscovo, numa floresta. Somos amigos já [Fig1] cinco anos e conheço todos os amigos deles, porque quase todos estudavam comigo na universidade.

Às vezes há muita gente na festa, neste ano decidimos chamar menos pessoas, só quem os todos conheçam. Vamos levar a mesa, vamos de autocarro, cadeiras, camas de rede, lenha para fazer uma fogueira e grelhar as carnes e pão, loiça de plástico e sacos para o lixo, frutas e legumes, tudo fresco, e muita água para beber. As raparigas vão pôr a mesa e os rapazes vão fazer o fogueira e preparar a carne. Vamos tomar banho no rio, jogar à bola e ouvir música e à noite vamos dançar e cantar. Penso que vai ser uma festa ótima e vamos ter muitas boas recordações."
zh099CAETF,A2,"Exmo Sr.

Eu queria ser um funcionário do Centro de Explicações Estudolândia. Eu sou chinês e posso falar português, inglês e chinês. Eu sou trabalhador e estudei em Portugal de 2011 a 2012. Eu gosto muito de crianças . Gostava de ser o amigo das crianças. Acho que eu sou adequado para você. Arranjo um bom emprego. Penso que um bom emprego, pelo menos, é pago e interessante. Consigo ensinar às crianças vários línguas estrangeiras. Cumprimentos,"
zh091CVITF_1,A1,"Querido MM,

Eu faço 28 anos no próximo sábado. Vou preparar uma festa na minha casa. Há música e comida. Podemos ter uma noite muito divertida. A festa vai começar às sete horas da tarde. Podemos nos encontrarmos na estação de metro perto a meu apartamento."
zh079CVMTI,B1,"Concordo com a opinião do Patrick que estudar no estrangeiro é uma boa oportunidade de encontrar novo amigos, de conhecer culturas diferentes e de ter uma vivência que não posso esquecer.

Preciso muito de fazer viagens a todo o mundo, porque posso ver locais bonitos e diferentes do meu país nos outros países. Estudar no estrangeiro é uma forma de fazer viagem noutro país. Para mim é melhor, porque tanto estudo novas informações, como faço viagens neste país. Ganho mais experiência pessoal do que só se for de viagem.

Os novo amigos, as culturas diferentes, a experiência única e o desenvolvimento pessoal são os meus motivos para estudar no estrangeiro. Porque conheço muitas coisas interessantes nas comunicações com os novos amigos. Também conheço práticas e culturas diferentes e posso dizer aos meus amigos estrangeiros como é a China. Por isso, faço menos desinformações. Ao Estudar no estrangeiro tenho uma experiência única que outras pessoas não têm, então faz-me ser especial e mais competitivos. Com certeza, que esta oportunidade única me proporciona enriquecimento pessoal.

Esta não é a minha primeira experiência a estudar fora do meu país. Fui a Londres em 2006 e tive uma experiência muito boa que me faz sair do meu país para estudar pela segunda vez.

Penso que o Portugal é uma país bonito e muito antigo. Há muitos edifícios antigos na rua, mas não há muitos edifícios modernos. Estes edifícios antigos são muito bonitos. A maior parte dos portugueses é simpático. Ajudam-me todos as vezes quando eu não sei qual é a minha direção.

Portanto, gosto da minha vida aqui e deste país."
de010CAETF,A2,"A história do São Martinho

Cada ano, no dia 11 de novembro, todos as crianças na Alemanha celebram a festa do São Martinho com um grande cortejo. Eles encontram-se à noite com lanternas e andam a pé pelas ruas das cidades. À porta do cortejo anda sempre uma pessoa ao cavalo para simbolizar o São Martinho. A história conta que São Martinho nasceu no século IV depois do Cristo. Ele era um cavaleiro romano que tinha a fé cristã. Ele gostava muito de montar ao seu cavalo. Ele andava ao cavalo todos os dias, no verão mesmo que no inverno.

Um dia, no inverno, o tempo estava muito frio e havia muito neve. Enquanto ele estava a andar ao cavalo, ele encontrou um mendigo na rua que tinha muito frio, porque ele não tinha uma capa. O mendigo pediu ao São Martinho para ajudá-lo. São Martinho dividiu a sua capa com a sua espada e deu a metade da capa ao mendigo. Depois o mendigo contou todos as pessoas o que o São Martinho tinha feito.

O São Martinho deixou o exército romano para ajudar as pessoas que não têm nada.

As pessoas estavam muito contente com as ações do São Martinho e queriam tê-lo como o bispo deles.

O São Martinho era muito modesto e não queria ser o bispo. Por isso, ele escondeu-se num estábulo para patos que as pessoas não o encontraram. Os patos fizeram muito barulho e, por causa disto, as pessoas lhe encontraram.

O São Martinho era o bispo deles por muito tempo e ele era um bom bispo.

Por causa dos patos, as pessoas hoje comem um pato para celebrar o dia do São Martinho.

Quando eu era criança, eu gostava muito de celebrar este dia."
es054CVMTD,B1,"A questão do emprego é realmente importante de nossos dias. Em todos os países da Europa e também nos Estados Unidos, parece que os doces dias acabaram.

Na Espanha, a situação que hoje vemos é de desassossego. Os jornais falam de quase cinco milhões de desempregados para uma população de quarenta milhões. Os jovens são principalmente aqueles que ficam de fora do sistema, inclusive as gerações melhor formadas.

Além disso, as reformas que chegaram da União Europeia trouxeram consequências negativas que atingiram directamente no modo de vida dos cidadãos.

Seja como for, a crise se apresenta com vontade de ficar e não sei o que é que estamos à espera para propor uma muda na organização actual.

Por exemplo, as manifestações do ""15M"" que aconteceram na Espanha, parece que já têm sumido, regrediram sem ter muita impacto no cenário político.

Considero que o movimento precisa de ser ainda maior, formado pela união de políticos, operários, camponeses e estudantes, todos com um mesmo fim: construir uma sociedade que tenha regras mais humanas, que não estejam baseadas na concorrência económica e selvagem. Acho que temos de acreditar na valência da antiga expressão: um outro mundo é possível!"
fr041CVATF,B2,"Lisboa, 28 de julho de 2015

Assunto: conselhos do v. grande amigo.

Ex.mo Sr. MM,

Somos amigos há bastantes anos e ,em nome da nossa amizade, me permito, hoje, vos enviar esta carta para ajudar-vos na v. delicada situação. Os amigos são feitos para isso.

Trabalhámos muito tempo junto, por isso sei que essa ideia de volta ao mundo é algo que sempre quis fazer. Sei também que não vale a pena tentar fazer-vos mudar de plano.

Apesar de ser algo muito pensado, o Sr. tem também o dever de pensar na sua família. Cinco anos é um prazo muito alargado, talvez haja maneira de o reduzir. Seria mais fácil para a v. família aceitar uma viagem de dois ou três anos.

Em relação à v. segurança, assunto que pode preocupar a sua família, pode preparar antes da sua partida o itinerário que deseja realizar e, obviamente, tentar não passar por países onde a v. segurança não poderá ser garantida.

No que diz respeito às saudades, que, claro, serão grandes, o que pode ajudar é os lembrar que hoje, graças às novas tecnologias, não há (quase) nenhum sítio no mundo onde não se tenha acesso a um telefone, internet ou, simplesmente, a um serviço de correios.

Espero realmente que estes conselhos vão ajudá-lo e que essa experiência corra como queira.

Com os meus melhores cumprimentos,

FFLL"
zh068CVMTF_2,B1,"Sendo a minha primeira experiência a estudar fora do meu país, tenho encontrado muitas dificuldades. Mas tudo vale a pena.

Concordo com as opiniões referidas. Estudar no estrangeiro é uma oportunidade de conhecer o mundo e eu própria com uma vista mais aberta e ampla. Por isso, é bom que aproveite a energia da juventude para experimentar as coisas novas e, às vezes, estranhas.

Aprender a ser independente é uma das razões principais que me levou a estudar em Portugal. As universidades em Macau não me parecem piores do que as de Portugal e surgem muitos problema quando estudo sozinha em Portugal. Mas estes problemas fazem-me crescer e, depois de os ultrapassar, aprendo a resolver as dificuldades sem ajuda da família. Hoje em dia, como os pais protegem demais as crianças, é melhor que os jovens vivam sozinhos por um pouco algum tempo.

Há quase um ano estudo e vivo em Portugal e gosto de viver aqui. O clima é mais agradável do que em Macau, apesar de a chuva no inverno desagradar-me um pouco. Os portugueses são simpáticos em geral. A única coisa de que tenho de me queixar são os serviços públicos. Os processos são complicados e estúpidos. Além disso, os funcionários nunca conseguem responder às minha perguntas diretamente.

Não é fácil que nós adaptemos a uma vida e às culturas estrangeiras. Todavia, caso ultrapassemos aquela casca dura, a pera que obteremos é a mais doce no do mundo."
es038CVATF,B2,"A Declaração dos Direitos Humanos, da qual fazem parte a maioria dos países do mundo, reconhece a igualdade entre as pessoas, sem se importar com a sua raça, sexo, etnia, cor da pele ou religião. Ainda por cima, depois a Declaração ser aprovada, muitos dos países que a integravam criaram políticas de forma a atingirem a ideia da igualdade dentro das suas fronteiras. Por quanto a isto, pode exemplificar-se com os Ministérios de Igualdade, a legislação favorável à imigração,  punições mais fortes contra quem infringir a nova legislação, assim como contra quem exercer violência física nas mulheres, etc.

Não obstante, conquanto os governos tenham tomado medidas em favor da igualdade, estas não dão para mudar os princípios das pessoas. Por muito que haja uma legislação que ajude à inserção laboral da mulher, ainda há homens os quais pensam que apenas eles podem exercer a função do ganha-pão da família; mesmo que com os códigos legais actuais, supondo que duas pessoas se candidatam para um posto, sendo uma delas imigrante, no caso do empregador ter pensamentos racistas, o imigrante não obterá a igualdade à qual, segundo os escritos, tem direito; enfim, um último exemplo, actualmente duas pessoas do mesmo sexo não podem exprimir afecto publicamente desde que existam pessoas homófobas.

Com todos estes exemplos quero dizer que, não obstante vivermos em sociedades desenvolvidas em que a luta pela igualdade já tem atingido muitos dos seus objetivos, contudo, muito trabalho fica por fazer até atingirmos a total igualdade entre as pessoas, posto que façamos o que fizermos, a mentalidade das pessoas não se pode mudar da noite para à manhã."
en026CAMTD,B1,"A situação económica nos Estados Unidos hoje em dia não é como era antigamente, mas está melhor do que foi alguns anos atrás. Os Estados Unidos foram a força com mais poder do mundo, com moeda forte e muitas oportunidades do emprego. Ainda tem uma economia boa em relação ao resto do mundo, mas países como a China e alguns países da UE estão a ficar tão competitivos como os Estados Unidos. Depende do estado, a percentagem do desemprego pode ser 10%. Há muitos pessoas que voltaram para a escola por causa das dificuldades em conseguir emprego sem ter um nível de educação muito alto. É preciso que os americanos obtenham pelo menos uma formação de base um bacharelato (Bachelor's) para conseguir emprego. Mas, ao mesmo tempo, há muitas oportunidades de entrar na universidade. Geralmente, pode entrar numa universidade no estado em que mora e receber um desconto grande. Pode receber uma bolsa de quase qualquer maneira - jogar praticar desportos, ter notas altas, etc. Se uma pessoa não quiser estudar, é mais difícil conseguir emprego, mas ainda é possível. Ainda que a economia não seja tão forte como antigamente, é muito mais barato morar lá do que em Portugal ou França, por exemplo. Temos programas para ajudar os desempregados a encontrar (e conseguir) emprego, mas muitas pessoas preferem ficar sem emprego e receber dinheiro do governo (segurança social). É mais fácil para estrangeiros entrar nas escolas de medicina nos E.U. e isto deve ser mudado. Deve pagar os professores do estado mais, mas recentemente houve um grande corte no sector da educação (no meu estado) e os professores qualificados não podem encontrar emprego."
ar002CAMTI,B1,"A televisão junto com a imprensa e a rádio são os meios de alta comunicação cuja influência é inegável.

Mas este poder não lhe dá a liberdade de divulgar notícias incertas ou falsas. De ali, o Estado joga um papel muito importante: inspeciona a certeza das informações antes de ser divulgadas, a fim de não destabilizar a segurança pública.

A criação dos meios de comunicação é uma forte rebeldia e óptima resposta contra os regimes políticos fechados, é também uma voz estendida fora do próprio país. Muitas vezes notamos que um assunto regional pode mudar-se num assunto universal, graças a uma boa e forte transmissão.

O Estado tem o direito de verificar a fonte da notícia e nunca ocultá-la.

Existe um ditado que explica que o mundo é muito pequeno: ""O mundo é similar a uma pequena aldeia"". Isto quer dizer que a notícia se divulga rapidamente para todo o mundo.

O homem actual é consciente, de facto, algumas notícias podem ser decisivas para o dia-a-dia do cidadão, sobretudo o assunto da Crise Mundial, porque é algo que todos precisamos de conhecer o seu estado e seu futuro."
ja018CVETD,A2,"Esse é minha primeiro viagem para Portugal.

Eu estou aqui para estudar português.

Eu moro na apartamento perto da estação de Picoas.

Eu moro com os sete estudantes. Eles são estrangeiros.

Nós falamos português bem, por isso, sempre falamos inglês na apartamento. Eles são simpáticas.

Eu não gosto de cozinhar, Mas eu tenho que cozinhar todos os dias. Esse é muito difícil para mim, Por isso, eu gosto de comer na restaurante. esse é Não caro para mim, mas muito delicioso. Eu gostaria de cozinhar a comida portuguesa para minha família um dia. [Fig1]"
zh110CAETF_2,A2,"No mês passado, eu fui a Cascais com os meus amigos, esse passeio foi o primeiro em Portugal.

Nós partimos da estação de Cais de Sodré  e apanhámos e comboio. Para mim, o bilhete é caro, porque o meu amigo tinha dito que nós tínhamos o desconto com cartão jovem, mas não temos. O comboio passou  por Belém, é um lugar famosa em Lisboa, mas ainda não o visitei .

Passou quase uma hora e meia, nós chagámos a Cascais, então procurámos uma loja para alugar bicicletas. e porque tivemos o passaporte,  não tivemos de pagar , mas nós achámos que a bicicleta era grande, para nós é muito difícil para andar. e mais pessoas há muito tempo não andaram de bicicleta, por isso, usámos mais tempo para praticar na bicicleta. então, nós almoçámos num restaurante, o empregado era antipático, ele não disse nada, só nos dou o menu, não queremos ir lá mais vezes. outra vez

À tarde, nós partimos para à boca de inferno, um amigo disse-me que tinha mais tempo a pé, mas só gastámos duas horas. quando chegámos à boca de inferno, pudemos entrar, talvez o tempo estava mau, só tirámos fotografias naquele lugar e dopois voltámos para Lisboa.

Afinal, jantámos na casa do meu amigo."
